start,end,span_days,net_target_change_pp,decreases,files
2017-06-27,2017-07-06,9.0,-0.02238154411315918,3,hmi.m_45s.2017.06.27_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.06.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.06_00_01_30_TAI.magnetogram_processed.npy
2017-06-28,2017-07-07,9.0,0.007647275924682617,2,hmi.m_45s.2017.06.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.06_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.07_00_01_30_TAI.magnetogram_processed.npy
2017-07-03,2017-07-12,9.0,0.1857280731201172,1,hmi.m_45s.2017.07.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.06_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.07_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.12_00_01_30_TAI.magnetogram_processed.npy
2017-07-26,2017-08-04,9.0,0.02022385597229004,1,hmi.m_45s.2017.07.26_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.07.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.02_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.04_00_01_30_TAI.magnetogram_processed.npy
2017-08-02,2017-08-09,7.0,0.093841552734375,1,hmi.m_45s.2017.08.02_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.09_00_01_30_TAI.magnetogram_processed.npy
2017-08-03,2017-08-10,7.0,0.08653402328491211,1,hmi.m_45s.2017.08.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.09_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.10_00_01_30_TAI.magnetogram_processed.npy
2017-08-04,2017-08-14,10.0,0.011765956878661887,2,hmi.m_45s.2017.08.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.09_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.14_00_01_30_TAI.magnetogram_processed.npy
2017-08-08,2017-08-15,7.0,-0.06811022758483887,3,hmi.m_45s.2017.08.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.09_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.15_00_01_30_TAI.magnetogram_processed.npy
2017-08-09,2017-08-16,7.0,-0.0376582145690918,2,hmi.m_45s.2017.08.09_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.16_00_01_30_TAI.magnetogram_processed.npy
2017-08-10,2017-08-18,8.0,0.018805265426635742,2,hmi.m_45s.2017.08.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.16_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.18_00_01_30_TAI.magnetogram_processed.npy
2017-08-14,2017-08-19,5.0,0.10321736335754417,1,hmi.m_45s.2017.08.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.16_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.18_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.19_00_01_30_TAI.magnetogram_processed.npy
2017-08-15,2017-08-23,8.0,0.15192627906799316,0,hmi.m_45s.2017.08.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.16_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.18_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.19_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.08.23_00_01_30_TAI.magnetogram_processed.npy
2017-10-04,2017-10-14,10.0,-0.1953125,3,hmi.m_45s.2017.10.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.07_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.13_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.14_00_01_30_TAI.magnetogram_processed.npy
2017-10-07,2017-10-15,8.0,-0.05550980567932107,3,hmi.m_45s.2017.10.07_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.13_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.15_00_01_30_TAI.magnetogram_processed.npy
2017-10-10,2017-10-17,7.0,0.03685951232910156,2,hmi.m_45s.2017.10.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.13_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.17_00_01_30_TAI.magnetogram_processed.npy
2017-10-13,2017-10-20,7.0,-0.030058622360229492,2,hmi.m_45s.2017.10.13_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.17_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.20_00_01_30_TAI.magnetogram_processed.npy
2017-10-14,2017-10-23,9.0,-0.0063419342041015625,2,hmi.m_45s.2017.10.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.17_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.20_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.23_00_01_30_TAI.magnetogram_processed.npy
2017-10-20,2017-10-29,9.0,0.13214349746704102,1,hmi.m_45s.2017.10.20_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.23_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.26_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.29_00_01_30_TAI.magnetogram_processed.npy
2017-10-23,2017-10-30,7.0,0.10745525360107422,2,hmi.m_45s.2017.10.23_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.26_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.30_00_01_30_TAI.magnetogram_processed.npy
2017-10-26,2017-10-31,5.0,-0.010293722152709961,3,hmi.m_45s.2017.10.26_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.31_00_01_30_TAI.magnetogram_processed.npy
2017-10-28,2017-11-01,4.0,-0.08800029754638672,4,hmi.m_45s.2017.10.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.31_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.11.01_00_01_30_TAI.magnetogram_processed.npy
2017-10-29,2017-11-08,10.0,-0.14303922653198242,4,hmi.m_45s.2017.10.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.10.31_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.11.01_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.11.08_00_01_30_TAI.magnetogram_processed.npy
2017-11-24,2017-12-03,9.0,-0.1328587532043457,3,hmi.m_45s.2017.11.24_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.11.26_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.11.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.11.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.03_00_01_30_TAI.magnetogram_processed.npy
2017-11-26,2017-12-05,9.0,-0.09962320327758789,3,hmi.m_45s.2017.11.26_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.11.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.11.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.05_00_01_30_TAI.magnetogram_processed.npy
2017-11-29,2017-12-09,10.0,0.12011528015136719,2,hmi.m_45s.2017.11.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.11.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.05_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.09_00_01_30_TAI.magnetogram_processed.npy
2017-11-30,2017-12-10,10.0,0.14566183090209983,2,hmi.m_45s.2017.11.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.05_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.09_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.10_00_01_30_TAI.magnetogram_processed.npy
2017-12-20,2017-12-29,9.0,-0.05854368209838823,3,hmi.m_45s.2017.12.20_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.21_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.24_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.29_00_01_30_TAI.magnetogram_processed.npy
2017-12-28,2018-01-05,8.0,-0.007373094558715598,2,hmi.m_45s.2017.12.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2017.12.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.02_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.05_00_01_30_TAI.magnetogram_processed.npy
2017-12-29,2018-01-08,10.0,0.01206994056701638,2,hmi.m_45s.2017.12.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.02_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.05_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.08_00_01_30_TAI.magnetogram_processed.npy
2018-01-02,2018-01-10,8.0,0.04696249961853027,2,hmi.m_45s.2018.01.02_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.05_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.10_00_01_30_TAI.magnetogram_processed.npy
2018-01-04,2018-01-11,7.0,0.05094408988952637,2,hmi.m_45s.2018.01.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.05_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.11_00_01_30_TAI.magnetogram_processed.npy
2018-01-05,2018-01-12,7.0,0.03712177276611328,3,hmi.m_45s.2018.01.05_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.11_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.12_00_01_30_TAI.magnetogram_processed.npy
2018-01-08,2018-01-14,6.0,0.03917217254638672,3,hmi.m_45s.2018.01.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.11_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.12_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.14_00_01_30_TAI.magnetogram_processed.npy
2018-01-10,2018-01-20,10.0,0.0327110290527346,3,hmi.m_45s.2018.01.10_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.11_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.12_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.20_00_01_30_TAI.magnetogram_processed.npy
2018-01-11,2018-01-21,10.0,0.03971457481384277,2,hmi.m_45s.2018.01.11_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.12_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.20_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.21_00_01_30_TAI.magnetogram_processed.npy
2018-01-20,2018-01-29,9.0,0.03885030746459939,1,hmi.m_45s.2018.01.20_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.21_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.24_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.29_00_01_30_TAI.magnetogram_processed.npy
2018-01-21,2018-01-30,9.0,0.0246584415435791,2,hmi.m_45s.2018.01.21_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.24_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.01.30_00_01_30_TAI.magnetogram_processed.npy
2018-03-16,2018-03-25,9.0,-0.03260374069213845,3,hmi.m_45s.2018.03.16_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.17_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.21_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.23_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.25_00_01_30_TAI.magnetogram_processed.npy
2018-03-17,2018-03-27,10.0,0.05342364311218262,2,hmi.m_45s.2018.03.17_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.21_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.23_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.25_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.27_00_01_30_TAI.magnetogram_processed.npy
2018-03-21,2018-03-29,8.0,0.13077855110168457,2,hmi.m_45s.2018.03.21_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.23_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.25_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.27_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.29_00_01_30_TAI.magnetogram_processed.npy
2018-03-23,2018-03-30,7.0,0.09173154830932617,2,hmi.m_45s.2018.03.23_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.25_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.27_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.30_00_01_30_TAI.magnetogram_processed.npy
2018-03-25,2018-03-31,6.0,0.053495168685912864,2,hmi.m_45s.2018.03.25_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.27_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.31_00_01_30_TAI.magnetogram_processed.npy
2018-03-27,2018-04-02,6.0,-0.014692544937133789,2,hmi.m_45s.2018.03.27_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.31_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.02_00_01_30_TAI.magnetogram_processed.npy
2018-03-29,2018-04-03,5.0,-0.1574993133544922,3,hmi.m_45s.2018.03.29_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.31_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.02_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.03_00_01_30_TAI.magnetogram_processed.npy
2018-03-30,2018-04-04,5.0,-0.055527687072753684,3,hmi.m_45s.2018.03.30_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.03.31_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.02_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.04_00_01_30_TAI.magnetogram_processed.npy
2018-03-31,2018-04-05,5.0,-0.033915042877197044,3,hmi.m_45s.2018.03.31_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.02_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.05_00_01_30_TAI.magnetogram_processed.npy
2018-04-02,2018-04-07,5.0,-0.0738382339477539,4,hmi.m_45s.2018.04.02_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.05_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.07_00_01_30_TAI.magnetogram_processed.npy
2018-04-03,2018-04-08,5.0,-0.06462335586547852,4,hmi.m_45s.2018.04.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.05_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.07_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.08_00_01_30_TAI.magnetogram_processed.npy
2018-04-04,2018-04-12,8.0,0.05084872245788552,3,hmi.m_45s.2018.04.04_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.05_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.07_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.12_00_01_30_TAI.magnetogram_processed.npy
2018-04-05,2018-04-13,8.0,0.1304030418395996,2,hmi.m_45s.2018.04.05_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.07_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.12_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.13_00_01_30_TAI.magnetogram_processed.npy
2018-04-07,2018-04-14,7.0,0.045561790466308594,2,hmi.m_45s.2018.04.07_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.12_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.13_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.14_00_01_30_TAI.magnetogram_processed.npy
2018-04-08,2018-04-15,7.0,0.00438690185546875,2,hmi.m_45s.2018.04.08_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.12_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.13_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.15_00_01_30_TAI.magnetogram_processed.npy
2018-04-12,2018-04-17,5.0,-0.1059114933013916,2,hmi.m_45s.2018.04.12_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.13_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.17_00_01_30_TAI.magnetogram_processed.npy
2018-04-13,2018-04-19,6.0,-0.20897388458251975,3,hmi.m_45s.2018.04.13_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.17_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.19_00_01_30_TAI.magnetogram_processed.npy
2018-04-14,2018-04-20,6.0,-0.1196742057800293,3,hmi.m_45s.2018.04.14_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.17_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.19_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.20_00_01_30_TAI.magnetogram_processed.npy
2018-04-15,2018-04-22,7.0,0.22409558296203613,2,hmi.m_45s.2018.04.15_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.17_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.19_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.20_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.22_00_01_30_TAI.magnetogram_processed.npy
2018-04-17,2018-04-23,6.0,0.2088606357574463,3,hmi.m_45s.2018.04.17_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.19_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.20_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.22_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.23_00_01_30_TAI.magnetogram_processed.npy
2018-04-19,2018-04-24,5.0,0.21992921829223655,3,hmi.m_45s.2018.04.19_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.20_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.22_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.23_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.24_00_01_30_TAI.magnetogram_processed.npy
2018-04-20,2018-04-27,7.0,0.05303025245666504,3,hmi.m_45s.2018.04.20_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.22_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.23_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.24_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.27_00_01_30_TAI.magnetogram_processed.npy
2018-04-22,2018-04-28,6.0,-0.2875864505767822,4,hmi.m_45s.2018.04.22_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.23_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.24_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.27_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.28_00_01_30_TAI.magnetogram_processed.npy
2018-04-23,2018-05-01,8.0,-0.321197509765625,4,hmi.m_45s.2018.04.23_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.24_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.27_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.05.01_00_01_30_TAI.magnetogram_processed.npy
2018-04-24,2018-05-03,9.0,-0.3151178359985354,4,hmi.m_45s.2018.04.24_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.27_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.05.01_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.05.03_00_01_30_TAI.magnetogram_processed.npy
2018-04-27,2018-05-04,7.0,-0.13202428817749,4,hmi.m_45s.2018.04.27_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.04.28_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.05.01_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.05.03_00_01_30_TAI.magnetogram_processed.npy;hmi.m_45s.2018.05.04_00_01_30_TAI.magnetogram_processed.npy
